
---------- Begin Simulation Statistics ----------
simSeconds                                   0.002091                       # Number of seconds simulated (Second)
simTicks                                   2090882500                       # Number of ticks simulated (Tick)
finalTick                                  2090882500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     24.17                       # Real time elapsed on the host (Second)
hostTickRate                                 86516284                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     924380                       # Number of bytes of host memory used (Byte)
simInsts                                      6436803                       # Number of instructions simulated (Count)
simOps                                       10693060                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   266340                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     442454                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          4181766                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        10914711                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      142                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       10854021                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    232                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               221752                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            365487                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 118                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             3973702                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.731463                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.030889                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::SimdFloatReduceCmp            0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAes                      0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAesMix                   0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha1Hash                 0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha1Hash2                0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha256Hash               0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha256Hash2              0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShaSigma2                0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShaSigma3                0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdPredAlu                  0      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::MemRead                  67682     48.53%     48.55% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::MemWrite                 71651     51.37%     99.92% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMemRead                32      0.02%     99.94% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMemWrite               77      0.06%    100.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu.statIssuedInstType_0::No_OpClass         2779      0.03%      0.03% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IntAlu       7458106     68.71%     68.74% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IntMult       300343      2.77%     71.51% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IntDiv          1698      0.02%     71.52% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatAdd          216      0.00%     71.52% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatCmp            0      0.00%     71.52% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatCvt           32      0.00%     71.52% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMult            0      0.00%     71.52% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMultAcc            0      0.00%     71.52% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatDiv            0      0.00%     71.52% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMisc            0      0.00%     71.52% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatSqrt            0      0.00%     71.52% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAdd          414      0.00%     71.53% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAddAcc            0      0.00%     71.53% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAlu         1044      0.01%     71.54% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdCmp            0      0.00%     71.54% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdCvt         1199      0.01%     71.55% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdMisc          935      0.01%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdMult            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdMultAcc            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShift          333      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShiftAcc            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdDiv            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSqrt            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatAdd            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatAlu            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatCmp            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatCvt            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatDiv            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatMisc            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatMult            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatMultAcc            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatSqrt            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdReduceAdd            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdReduceAlu            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdReduceCmp            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatReduceAdd            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatReduceCmp            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAes            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdAesMix            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha1Hash            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha1Hash2            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha256Hash            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdSha256Hash2            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShaSigma2            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdShaSigma3            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdPredAlu            0      0.00%     71.56% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::MemRead      2264844     20.87%     92.43% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::MemWrite       819867      7.55%     99.98% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemRead         1530      0.01%     99.99% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::FloatMemWrite          681      0.01%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::IprAccess            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::InstPrefetch            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::total       10854021                       # Number of instructions issued per FU type, per thread (Count)
system.cpu.issueRate                         2.595559                       # Inst issue rate ((Count/Cycle))
system.cpu.fuBusy                              139468                       # FU busy when requested (Count)
system.cpu.fuBusyRate                        0.012849                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu.intInstQueueReads                 25808150                       # Number of integer instruction queue reads (Count)
system.cpu.intInstQueueWrites                11126461                       # Number of integer instruction queue writes (Count)
system.cpu.intInstQueueWakeupAccesses        10832447                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu.fpInstQueueReads                     13291                       # Number of floating instruction queue reads (Count)
system.cpu.fpInstQueueWrites                    10303                       # Number of floating instruction queue writes (Count)
system.cpu.fpInstQueueWakeupAccesses             6220                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu.vecInstQueueReads                        0                       # Number of vector instruction queue reads (Count)
system.cpu.vecInstQueueWrites                       0                       # Number of vector instruction queue writes (Count)
system.cpu.vecInstQueueWakeupAccesses               0                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu.intAluAccesses                    10984015                       # Number of integer alu accesses (Count)
system.cpu.fpAluAccesses                         6695                       # Number of floating point alu accesses (Count)
system.cpu.vecAluAccesses                           0                       # Number of vector alu accesses (Count)
system.cpu.numInsts                          10843893                       # Number of executed instructions (Count)
system.cpu.numLoadInsts                       2263144                       # Number of load instructions executed (Count)
system.cpu.numSquashedInsts                     10125                       # Number of squashed instructions skipped in execute (Count)
system.cpu.numSwp                                   0                       # Number of swp insts executed (Count)
system.cpu.numNop                                   0                       # Number of nop insts executed (Count)
system.cpu.numRefs                            3083298                       # Number of memory reference insts executed (Count)
system.cpu.numBranches                         654573                       # Number of branches executed (Count)
system.cpu.numStoreInsts                       820154                       # Number of stores executed (Count)
system.cpu.numRate                           2.593137                       # Inst execution rate ((Count/Cycle))
system.cpu.timesIdled                            2391                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu.idleCycles                          208064                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu.committedInsts                     6436803                       # Number of Instructions Simulated (Count)
system.cpu.committedOps                      10693060                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.cpi                               0.649665                       # CPI: Cycles Per Instruction ((Cycle/Count))
system.cpu.totalCpi                          0.649665                       # CPI: Total CPI of All Threads ((Cycle/Count))
system.cpu.ipc                               1.539255                       # IPC: Instructions Per Cycle ((Count/Cycle))
system.cpu.totalIpc                          1.539255                       # IPC: Total IPC of All Threads ((Count/Cycle))
system.cpu.intRegfileReads                   13704198                       # Number of integer regfile reads (Count)
system.cpu.intRegfileWrites                   9018754                       # Number of integer regfile writes (Count)
system.cpu.fpRegfileReads                        9781                       # Number of floating regfile reads (Count)
system.cpu.fpRegfileWrites                       4973                       # Number of floating regfile writes (Count)
system.cpu.ccRegfileReads                     2468586                       # number of cc regfile reads (Count)
system.cpu.ccRegfileWrites                    3080269                       # number of cc regfile writes (Count)
system.cpu.miscRegfileReads                   4854043                       # number of misc regfile reads (Count)
system.cpu.miscRegfileWrites                       18                       # number of misc regfile writes (Count)
system.cpu.MemDepUnit__0.insertedLoads        2271717                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores        822555                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads       992817                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores       110919                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups                  680647                       # Number of BP lookups (Count)
system.cpu.branchPred.condPredicted            465660                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condIncorrect              5318                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.BTBLookups               482312                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBHits                  481421                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.998153                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.RASUsed                  102290                       # Number of times the RAS was used to get a target. (Count)
system.cpu.branchPred.RASIncorrect                  6                       # Number of incorrect RAS predictions. (Count)
system.cpu.branchPred.indirectLookups             961                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits                291                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses              670                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted          279                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.loop_predictor.correct       426120                       # Number of times the loop predictor is the provider and the prediction is correct (Count)
system.cpu.branchPred.loop_predictor.wrong         8933                       # Number of times the loop predictor is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.longestMatchProviderCorrect       389683                       # Number of times TAGE Longest Match is the provider and the prediction is correct (Count)
system.cpu.branchPred.tage.altMatchProviderCorrect         1432                       # Number of times TAGE Alt Match is the provider and the prediction is correct (Count)
system.cpu.branchPred.tage.bimodalAltMatchProviderCorrect          346                       # Number of times TAGE Alt Match is the bimodal and it is the provider and the prediction is correct (Count)
system.cpu.branchPred.tage.bimodalProviderCorrect        39808                       # Number of times there are no hits on the TAGE tables and the bimodal prediction is correct (Count)
system.cpu.branchPred.tage.longestMatchProviderWrong         1919                       # Number of times TAGE Longest Match is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.altMatchProviderWrong          744                       # Number of times TAGE Alt Match is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.bimodalAltMatchProviderWrong          139                       # Number of times TAGE Alt Match is the bimodal and it is the provider and the prediction is wrong (Count)
system.cpu.branchPred.tage.bimodalProviderWrong          982                       # Number of times there are no hits on the TAGE tables and the bimodal prediction is wrong (Count)
system.cpu.branchPred.tage.altMatchProviderWouldHaveHit          492                       # Number of times TAGE Longest Match is the provider, the prediction is wrong and Alt Match prediction was correct (Count)
system.cpu.branchPred.tage.longestMatchProviderWouldHaveHit          497                       # Number of times TAGE Alt Match is the provider, the prediction is wrong and Longest Match prediction was correct (Count)
system.cpu.branchPred.tage.longestMatchProvider::0            0                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::1        15235                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::2        14388                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::3        16584                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::4         4894                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::5        24565                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::6        28234                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::7        10023                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::8        18665                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::9        12651                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::10        21663                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::11        26370                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.longestMatchProvider::12       200506                       # TAGE provider for longest match (Count)
system.cpu.branchPred.tage.altMatchProvider::0        28774                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::1         2386                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::2        23331                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::3        15200                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::4        21075                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::5        16726                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::6        28173                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::7         5236                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::8        18376                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::9        11450                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::10        22622                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::11       200429                       # TAGE provider for alt match (Count)
system.cpu.branchPred.tage.altMatchProvider::12            0                       # TAGE provider for alt match (Count)
system.cpu.commit.commitSquashedInsts          219949                       # The number of squashed insts skipped by commit (Count)
system.cpu.commit.commitNonSpecStalls              24                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu.commit.branchMispredicts              5080                       # The number of times a branch was mispredicted (Count)
system.cpu.commit.numCommittedDist::samples      3941629                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::mean     2.712853                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::stdev     3.052653                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::0         1222754     31.02%     31.02% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::1          732633     18.59%     49.61% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::2          611846     15.52%     65.13% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::3          413251     10.48%     75.62% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::4           10275      0.26%     75.88% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::5           12291      0.31%     76.19% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::6            6290      0.16%     76.35% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::7          101625      2.58%     78.93% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::8          830664     21.07%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu.commit.numCommittedDist::total      3941629                       # Number of insts commited each cycle (Count)
